index,fname,label,real_int,real_str
2572.0,2572.png,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","2, 2, 0, 0","Pullover, Pullover, T-shirt/top, T-shirt/top"
2573.0,2573.png,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 1]","8, 9, 6, 2","Bag, Ankle boot, Shirt, Pullover"
2574.0,2574.png,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]","3, 1, 5, 1","Dress, Trouser, Sandal, Trouser"
2575.0,2575.png,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 1]","8, 8, 9, 1","Bag, Bag, Ankle boot, Trouser"
2576.0,2576.png,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0]","7, 2, 7, 4","Sneaker, Pullover, Sneaker, Coat"
2577.0,2577.png,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 0]","5, 8, 0, 3","Sandal, Bag, T-shirt/top, Dress"
2578.0,2578.png,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0]","8, 4, 6, 8","Bag, Coat, Shirt, Bag"
2579.0,2579.png,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","0, 0, 1, 0","T-shirt/top, T-shirt/top, Trouser, T-shirt/top"
2580.0,2580.png,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0]","2, 2, 5, 1","Pullover, Pullover, Sandal, Trouser"
2581.0,2581.png,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]","0, 8, 7, 8","T-shirt/top, Bag, Sneaker, Bag"
2582.0,2582.png,"[1, 0, 0, 1, 1, 1, 0, 0, 0, 0]","4, 3, 5, 0","Coat, Dress, Sandal, T-shirt/top"
2583.0,2583.png,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0]","8, 7, 5, 1","Bag, Sneaker, Sandal, Trouser"
2584.0,2584.png,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]","9, 1, 7, 0","Ankle boot, Trouser, Sneaker, T-shirt/top"
2585.0,2585.png,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","1, 3, 2, 0","Trouser, Dress, Pullover, T-shirt/top"
2586.0,2586.png,"[0, 1, 0, 1, 1, 0, 0, 1, 0, 0]","3, 4, 1, 7","Dress, Coat, Trouser, Sneaker"
2587.0,2587.png,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1]","9, 6, 6, 7","Ankle boot, Shirt, Shirt, Sneaker"
2588.0,2588.png,"[1, 1, 0, 0, 0, 0, 1, 0, 1, 0]","0, 1, 6, 8","T-shirt/top, Trouser, Shirt, Bag"
2589.0,2589.png,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0]","5, 6, 2, 2","Sandal, Shirt, Pullover, Pullover"
2590.0,2590.png,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","8, 4, 7, 3","Bag, Coat, Sneaker, Dress"
2591.0,2591.png,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","4, 4, 1, 7","Coat, Coat, Trouser, Sneaker"
2592.0,2592.png,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0]","8, 4, 3, 8","Bag, Coat, Dress, Bag"
2593.0,2593.png,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]","7, 6, 4, 5","Sneaker, Shirt, Coat, Sandal"
2594.0,2594.png,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","1, 2, 7, 1","Trouser, Pullover, Sneaker, Trouser"
2595.0,2595.png,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0]","0, 4, 7, 3","T-shirt/top, Coat, Sneaker, Dress"
2596.0,2596.png,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 0]","8, 0, 2, 5","Bag, T-shirt/top, Pullover, Sandal"
2597.0,2597.png,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 0]","3, 4, 0, 6","Dress, Coat, T-shirt/top, Shirt"
2598.0,2598.png,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 1]","3, 7, 5, 9","Dress, Sneaker, Sandal, Ankle boot"
2599.0,2599.png,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]","9, 1, 0, 5","Ankle boot, Trouser, T-shirt/top, Sandal"
2600.0,2600.png,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 1]","7, 9, 6, 4","Sneaker, Ankle boot, Shirt, Coat"
2601.0,2601.png,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","8, 8, 1, 3","Bag, Bag, Trouser, Dress"
2602.0,2602.png,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","5, 3, 5, 5","Sandal, Dress, Sandal, Sandal"
2603.0,2603.png,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]","1, 0, 8, 5","Trouser, T-shirt/top, Bag, Sandal"
2604.0,2604.png,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1]","9, 9, 6, 5","Ankle boot, Ankle boot, Shirt, Sandal"
2605.0,2605.png,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0]","0, 0, 2, 8","T-shirt/top, T-shirt/top, Pullover, Bag"
2606.0,2606.png,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","6, 8, 8, 8","Shirt, Bag, Bag, Bag"
2607.0,2607.png,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]","0, 5, 0, 4","T-shirt/top, Sandal, T-shirt/top, Coat"
2608.0,2608.png,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 1]","8, 1, 9, 5","Bag, Trouser, Ankle boot, Sandal"
2609.0,2609.png,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0]","7, 2, 6, 0","Sneaker, Pullover, Shirt, T-shirt/top"
2610.0,2610.png,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]","3, 1, 4, 4","Dress, Trouser, Coat, Coat"
2611.0,2611.png,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","0, 1, 1, 1","T-shirt/top, Trouser, Trouser, Trouser"
2612.0,2612.png,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 1]","5, 7, 9, 6","Sandal, Sneaker, Ankle boot, Shirt"
2613.0,2613.png,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0]","0, 5, 7, 2","T-shirt/top, Sandal, Sneaker, Pullover"
2614.0,2614.png,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","5, 1, 5, 1","Sandal, Trouser, Sandal, Trouser"
2615.0,2615.png,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]","7, 0, 9, 1","Sneaker, T-shirt/top, Ankle boot, Trouser"
2616.0,2616.png,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","0, 7, 5, 0","T-shirt/top, Sneaker, Sandal, T-shirt/top"
2617.0,2617.png,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0]","5, 7, 7, 4","Sandal, Sneaker, Sneaker, Coat"
2618.0,2618.png,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 0]","3, 8, 5, 4","Dress, Bag, Sandal, Coat"
2619.0,2619.png,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0]","7, 2, 1, 4","Sneaker, Pullover, Trouser, Coat"
2620.0,2620.png,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 1]","7, 8, 3, 9","Sneaker, Bag, Dress, Ankle boot"
2621.0,2621.png,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0]","5, 8, 7, 4","Sandal, Bag, Sneaker, Coat"
2622.0,2622.png,"[1, 0, 1, 0, 0, 0, 0, 1, 1, 0]","0, 2, 7, 8","T-shirt/top, Pullover, Sneaker, Bag"
2623.0,2623.png,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]","6, 1, 3, 3","Shirt, Trouser, Dress, Dress"
2624.0,2624.png,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 1]","4, 5, 6, 9","Coat, Sandal, Shirt, Ankle boot"
2625.0,2625.png,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0]","6, 0, 0, 4","Shirt, T-shirt/top, T-shirt/top, Coat"
2626.0,2626.png,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0]","7, 8, 5, 1","Sneaker, Bag, Sandal, Trouser"
2627.0,2627.png,"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]","6, 5, 1, 5","Shirt, Sandal, Trouser, Sandal"
2628.0,2628.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","7, 1, 8, 7","Sneaker, Trouser, Bag, Sneaker"
2629.0,2629.png,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]","0, 5, 3, 6","T-shirt/top, Sandal, Dress, Shirt"
2630.0,2630.png,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0]","8, 4, 8, 5","Bag, Coat, Bag, Sandal"
2631.0,2631.png,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 0]","1, 1, 8, 6","Trouser, Trouser, Bag, Shirt"
2632.0,2632.png,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]","4, 2, 6, 2","Coat, Pullover, Shirt, Pullover"
2633.0,2633.png,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0]","8, 1, 8, 5","Bag, Trouser, Bag, Sandal"
2634.0,2634.png,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]","6, 5, 7, 5","Shirt, Sandal, Sneaker, Sandal"
2635.0,2635.png,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 1]","1, 3, 2, 9","Trouser, Dress, Pullover, Ankle boot"
2636.0,2636.png,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 1]","9, 1, 5, 3","Ankle boot, Trouser, Sandal, Dress"
2637.0,2637.png,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1]","7, 2, 9, 0","Sneaker, Pullover, Ankle boot, T-shirt/top"
2638.0,2638.png,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","3, 6, 8, 9","Dress, Shirt, Bag, Ankle boot"
2639.0,2639.png,"[0, 1, 0, 1, 1, 1, 0, 0, 0, 0]","3, 1, 4, 5","Dress, Trouser, Coat, Sandal"
2640.0,2640.png,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1]","9, 5, 5, 3","Ankle boot, Sandal, Sandal, Dress"
2641.0,2641.png,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1]","5, 9, 7, 1","Sandal, Ankle boot, Sneaker, Trouser"
2642.0,2642.png,"[1, 1, 0, 1, 0, 0, 0, 0, 1, 0]","0, 1, 8, 3","T-shirt/top, Trouser, Bag, Dress"
2643.0,2643.png,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0]","4, 1, 6, 6","Coat, Trouser, Shirt, Shirt"
2644.0,2644.png,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","7, 0, 5, 5","Sneaker, T-shirt/top, Sandal, Sandal"
2645.0,2645.png,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","0, 7, 8, 4","T-shirt/top, Sneaker, Bag, Coat"
2646.0,2646.png,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0]","1, 8, 0, 7","Trouser, Bag, T-shirt/top, Sneaker"
2647.0,2647.png,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]","7, 5, 1, 6","Sneaker, Sandal, Trouser, Shirt"
2648.0,2648.png,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 1]","2, 3, 0, 9","Pullover, Dress, T-shirt/top, Ankle boot"
2649.0,2649.png,"[1, 1, 0, 0, 0, 0, 1, 0, 1, 0]","8, 6, 0, 1","Bag, Shirt, T-shirt/top, Trouser"
2650.0,2650.png,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]","5, 4, 4, 6","Sandal, Coat, Coat, Shirt"
2651.0,2651.png,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]","8, 6, 6, 7","Bag, Shirt, Shirt, Sneaker"
2652.0,2652.png,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 1]","5, 9, 3, 0","Sandal, Ankle boot, Dress, T-shirt/top"
2653.0,2653.png,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]","7, 7, 3, 9","Sneaker, Sneaker, Dress, Ankle boot"
2654.0,2654.png,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","8, 4, 7, 0","Bag, Coat, Sneaker, T-shirt/top"
2655.0,2655.png,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 0]","0, 8, 6, 7","T-shirt/top, Bag, Shirt, Sneaker"
2656.0,2656.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","7, 8, 1, 1","Sneaker, Bag, Trouser, Trouser"
2657.0,2657.png,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","0, 5, 0, 8","T-shirt/top, Sandal, T-shirt/top, Bag"
2658.0,2658.png,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 1]","7, 9, 6, 5","Sneaker, Ankle boot, Shirt, Sandal"
2659.0,2659.png,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]","0, 9, 7, 7","T-shirt/top, Ankle boot, Sneaker, Sneaker"
2660.0,2660.png,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0]","3, 3, 2, 7","Dress, Dress, Pullover, Sneaker"
2661.0,2661.png,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0]","7, 4, 6, 6","Sneaker, Coat, Shirt, Shirt"
2662.0,2662.png,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]","7, 9, 9, 0","Sneaker, Ankle boot, Ankle boot, T-shirt/top"
2663.0,2663.png,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0]","3, 5, 4, 2","Dress, Sandal, Coat, Pullover"
2664.0,2664.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","4, 4, 4, 3","Coat, Coat, Coat, Dress"
2665.0,2665.png,"[0, 0, 1, 0, 0, 1, 1, 0, 1, 0]","6, 2, 8, 5","Shirt, Pullover, Bag, Sandal"
2666.0,2666.png,"[1, 0, 0, 1, 0, 1, 0, 1, 0, 0]","7, 0, 5, 3","Sneaker, T-shirt/top, Sandal, Dress"
2667.0,2667.png,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0]","0, 6, 8, 5","T-shirt/top, Shirt, Bag, Sandal"
2668.0,2668.png,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1]","3, 0, 3, 9","Dress, T-shirt/top, Dress, Ankle boot"
2669.0,2669.png,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 1]","7, 4, 1, 9","Sneaker, Coat, Trouser, Ankle boot"
2670.0,2670.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 1]","8, 1, 9, 7","Bag, Trouser, Ankle boot, Sneaker"
2671.0,2671.png,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","1, 2, 8, 1","Trouser, Pullover, Bag, Trouser"
2672.0,2672.png,"[0, 1, 0, 0, 0, 1, 1, 0, 1, 0]","6, 5, 8, 1","Shirt, Sandal, Bag, Trouser"
2673.0,2673.png,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1]","7, 5, 1, 9","Sneaker, Sandal, Trouser, Ankle boot"
2674.0,2674.png,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 1]","3, 9, 1, 5","Dress, Ankle boot, Trouser, Sandal"
2675.0,2675.png,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","8, 9, 9, 2","Bag, Ankle boot, Ankle boot, Pullover"
2676.0,2676.png,"[0, 1, 0, 0, 1, 1, 0, 0, 1, 0]","8, 1, 5, 4","Bag, Trouser, Sandal, Coat"
2677.0,2677.png,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0]","4, 0, 7, 2","Coat, T-shirt/top, Sneaker, Pullover"
2678.0,2678.png,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]","3, 4, 3, 5","Dress, Coat, Dress, Sandal"
2679.0,2679.png,"[0, 0, 1, 1, 0, 1, 0, 0, 1, 0]","2, 5, 3, 8","Pullover, Sandal, Dress, Bag"
2680.0,2680.png,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","2, 1, 2, 2","Pullover, Trouser, Pullover, Pullover"
2681.0,2681.png,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 1]","8, 5, 9, 3","Bag, Sandal, Ankle boot, Dress"
2682.0,2682.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1]","3, 9, 4, 9","Dress, Ankle boot, Coat, Ankle boot"
2683.0,2683.png,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","8, 7, 7, 8","Bag, Sneaker, Sneaker, Bag"
2684.0,2684.png,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 1]","9, 6, 5, 0","Ankle boot, Shirt, Sandal, T-shirt/top"
2685.0,2685.png,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 1]","0, 6, 9, 5","T-shirt/top, Shirt, Ankle boot, Sandal"
2686.0,2686.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]","9, 3, 9, 9","Ankle boot, Dress, Ankle boot, Ankle boot"
2687.0,2687.png,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 1]","0, 5, 9, 6","T-shirt/top, Sandal, Ankle boot, Shirt"
2688.0,2688.png,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1]","3, 9, 5, 3","Dress, Ankle boot, Sandal, Dress"
2689.0,2689.png,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 1]","5, 8, 3, 9","Sandal, Bag, Dress, Ankle boot"
2690.0,2690.png,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]","7, 9, 0, 1","Sneaker, Ankle boot, T-shirt/top, Trouser"
2691.0,2691.png,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 1]","0, 9, 4, 6","T-shirt/top, Ankle boot, Coat, Shirt"
2692.0,2692.png,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 1]","6, 9, 4, 1","Shirt, Ankle boot, Coat, Trouser"
2693.0,2693.png,"[0, 1, 0, 1, 1, 0, 0, 1, 0, 0]","3, 7, 4, 1","Dress, Sneaker, Coat, Trouser"
2694.0,2694.png,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0]","2, 0, 7, 4","Pullover, T-shirt/top, Sneaker, Coat"
2695.0,2695.png,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1]","7, 2, 9, 6","Sneaker, Pullover, Ankle boot, Shirt"
2696.0,2696.png,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 1]","9, 1, 4, 6","Ankle boot, Trouser, Coat, Shirt"
2697.0,2697.png,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0]","1, 4, 4, 6","Trouser, Coat, Coat, Shirt"
2698.0,2698.png,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","2, 1, 2, 8","Pullover, Trouser, Pullover, Bag"
2699.0,2699.png,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","4, 0, 1, 0","Coat, T-shirt/top, Trouser, T-shirt/top"
2700.0,2700.png,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]","1, 5, 3, 1","Trouser, Sandal, Dress, Trouser"
2701.0,2701.png,"[0, 0, 0, 1, 0, 1, 0, 1, 1, 0]","3, 5, 7, 8","Dress, Sandal, Sneaker, Bag"
2702.0,2702.png,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0]","7, 4, 7, 0","Sneaker, Coat, Sneaker, T-shirt/top"
2703.0,2703.png,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","5, 0, 0, 7","Sandal, T-shirt/top, T-shirt/top, Sneaker"
2704.0,2704.png,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1]","0, 3, 9, 6","T-shirt/top, Dress, Ankle boot, Shirt"
2705.0,2705.png,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 1]","7, 8, 9, 3","Sneaker, Bag, Ankle boot, Dress"
2706.0,2706.png,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 1]","5, 9, 2, 1","Sandal, Ankle boot, Pullover, Trouser"
2707.0,2707.png,"[0, 0, 1, 0, 0, 1, 0, 1, 1, 0]","2, 8, 7, 5","Pullover, Bag, Sneaker, Sandal"
2708.0,2708.png,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","2, 2, 2, 2","Pullover, Pullover, Pullover, Pullover"
2709.0,2709.png,"[0, 1, 0, 0, 1, 1, 1, 0, 0, 0]","5, 6, 4, 1","Sandal, Shirt, Coat, Trouser"
2710.0,2710.png,"[0, 0, 1, 1, 0, 0, 0, 1, 1, 0]","2, 7, 3, 8","Pullover, Sneaker, Dress, Bag"
2711.0,2711.png,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","8, 3, 3, 7","Bag, Dress, Dress, Sneaker"
2712.0,2712.png,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]","6, 7, 7, 2","Shirt, Sneaker, Sneaker, Pullover"
2713.0,2713.png,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]","3, 3, 4, 1","Dress, Dress, Coat, Trouser"
2714.0,2714.png,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1]","5, 6, 9, 5","Sandal, Shirt, Ankle boot, Sandal"
2715.0,2715.png,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]","5, 3, 7, 5","Sandal, Dress, Sneaker, Sandal"
2716.0,2716.png,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1]","5, 9, 7, 0","Sandal, Ankle boot, Sneaker, T-shirt/top"
2717.0,2717.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","9, 8, 9, 4","Ankle boot, Bag, Ankle boot, Coat"
2718.0,2718.png,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","3, 1, 8, 3","Dress, Trouser, Bag, Dress"
2719.0,2719.png,"[0, 1, 0, 0, 1, 1, 0, 1, 0, 0]","1, 5, 7, 4","Trouser, Sandal, Sneaker, Coat"
2720.0,2720.png,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","2, 7, 1, 7","Pullover, Sneaker, Trouser, Sneaker"
2721.0,2721.png,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 1]","9, 7, 3, 2","Ankle boot, Sneaker, Dress, Pullover"
2722.0,2722.png,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0]","1, 8, 5, 8","Trouser, Bag, Sandal, Bag"
2723.0,2723.png,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","2, 0, 1, 2","Pullover, T-shirt/top, Trouser, Pullover"
2724.0,2724.png,"[0, 1, 0, 1, 1, 0, 0, 1, 0, 0]","7, 4, 1, 3","Sneaker, Coat, Trouser, Dress"
2725.0,2725.png,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1]","7, 9, 6, 6","Sneaker, Ankle boot, Shirt, Shirt"
2726.0,2726.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 1]","7, 8, 9, 1","Sneaker, Bag, Ankle boot, Trouser"
2727.0,2727.png,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1]","9, 6, 1, 9","Ankle boot, Shirt, Trouser, Ankle boot"
2728.0,2728.png,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0]","3, 4, 0, 1","Dress, Coat, T-shirt/top, Trouser"
2729.0,2729.png,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","4, 9, 8, 7","Coat, Ankle boot, Bag, Sneaker"
2730.0,2730.png,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","2, 2, 9, 2","Pullover, Pullover, Ankle boot, Pullover"
2731.0,2731.png,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","5, 5, 1, 1","Sandal, Sandal, Trouser, Trouser"
2732.0,2732.png,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1]","0, 4, 5, 9","T-shirt/top, Coat, Sandal, Ankle boot"
2733.0,2733.png,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1]","1, 9, 1, 2","Trouser, Ankle boot, Trouser, Pullover"
2734.0,2734.png,"[1, 1, 0, 1, 0, 0, 0, 0, 1, 0]","8, 3, 1, 0","Bag, Dress, Trouser, T-shirt/top"
2735.0,2735.png,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0]","0, 2, 7, 6","T-shirt/top, Pullover, Sneaker, Shirt"
2736.0,2736.png,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 1]","6, 3, 9, 2","Shirt, Dress, Ankle boot, Pullover"
2737.0,2737.png,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0]","4, 3, 7, 0","Coat, Dress, Sneaker, T-shirt/top"
2738.0,2738.png,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0]","3, 7, 3, 2","Dress, Sneaker, Dress, Pullover"
2739.0,2739.png,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 1]","7, 6, 9, 1","Sneaker, Shirt, Ankle boot, Trouser"
2740.0,2740.png,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 0]","2, 1, 0, 7","Pullover, Trouser, T-shirt/top, Sneaker"
2741.0,2741.png,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0]","5, 7, 2, 2","Sandal, Sneaker, Pullover, Pullover"
2742.0,2742.png,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 0]","7, 6, 0, 8","Sneaker, Shirt, T-shirt/top, Bag"
2743.0,2743.png,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0]","7, 7, 4, 0","Sneaker, Sneaker, Coat, T-shirt/top"
2744.0,2744.png,"[0, 0, 0, 1, 0, 1, 1, 1, 0, 0]","3, 5, 6, 7","Dress, Sandal, Shirt, Sneaker"
2745.0,2745.png,"[0, 1, 0, 0, 1, 1, 0, 0, 1, 0]","1, 8, 4, 5","Trouser, Bag, Coat, Sandal"
2746.0,2746.png,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 1]","3, 4, 9, 7","Dress, Coat, Ankle boot, Sneaker"
2747.0,2747.png,"[0, 1, 1, 0, 0, 0, 1, 0, 1, 0]","2, 6, 8, 1","Pullover, Shirt, Bag, Trouser"
2748.0,2748.png,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","6, 8, 8, 0","Shirt, Bag, Bag, T-shirt/top"
2749.0,2749.png,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","8, 5, 8, 6","Bag, Sandal, Bag, Shirt"
2750.0,2750.png,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 1]","7, 8, 9, 5","Sneaker, Bag, Ankle boot, Sandal"
2751.0,2751.png,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 1]","6, 9, 8, 1","Shirt, Ankle boot, Bag, Trouser"
2752.0,2752.png,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 0]","0, 5, 3, 8","T-shirt/top, Sandal, Dress, Bag"
2753.0,2753.png,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 1]","4, 9, 5, 1","Coat, Ankle boot, Sandal, Trouser"
2754.0,2754.png,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 1]","6, 4, 9, 6","Shirt, Coat, Ankle boot, Shirt"
2755.0,2755.png,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]","1, 3, 2, 2","Trouser, Dress, Pullover, Pullover"
2756.0,2756.png,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 0]","5, 2, 1, 7","Sandal, Pullover, Trouser, Sneaker"
